customer_id,age,gender,plan,monthly_bill,tenure,support_calls,data_usage,payment_method,churn
CUST08755,34,Female,Basic,37.34,52,4,22.96,Card,No
CUST08756,19,Female,Standard,32.89,37,2,23.82,Card,No
CUST08757,36,Male,Standard,48.75,60,2,32.53,Cash,Yes
CUST08758,36,Male,Basic,23.71,67,2,29.25,Mobile Wallet,No
CUST08759,24,Female,Basic,30.71,48,1,29.43,Cash,No
CUST08760,59,Male,Standard,35.83,30,5,10.81,Bank Transfer,No
CUST08761,59,Female,Standard,54.72,43,4,42.14,Cash,No
CUST08762,37,Male,Premium,81.97,10,1,19.91,Mobile Wallet,No
CUST08763,26,Female,Standard,47.11,71,4,9.53,Card,No
CUST08764,34,Male,Standard,55.08,2,5,9.23,Card,No
CUST08765,44,Male,Standard,48.97,72,3,33.0,Cash,Yes
CUST08766,64,Female,Basic,23.98,67,3,11.36,Card,No
CUST08767,19,Female,Basic,35.06,46,7,27.08,Card,No
CUST08768,53,Female,Basic,23.01,41,5,25.71,Mobile Wallet,No
CUST08769,36,Female,Basic,31.37,4,1,16.03,Card,No
CUST08770,34,Male,Basic,25.21,8,2,43.56,Card,No
CUST08771,22,Female,Standard,55.9,10,2,38.42,Card,Yes
CUST08772,56,Female,Standard,49.42,5,2,20.94,Mobile Wallet,No
CUST08773,35,Male,Standard,39.81,59,3,29.11,Mobile Wallet,No
CUST08774,70,Male,Basic,26.86,58,4,22.54,Bank Transfer,No
CUST08775,24,Female,Standard,45.7,23,2,17.67,Card,No
CUST08776,34,Male,Standard,49.51,61,3,37.26,Mobile Wallet,Yes
CUST08777,56,Female,Premium,66.91,17,2,24.34,Card,No
CUST08778,53,Male,Premium,88.6,28,5,35.78,Card,No
CUST08779,57,Female,Standard,40.46,18,2,47.06,Card,No
CUST08780,62,Male,Standard,62.21,52,3,45.28,Card,No
CUST08781,21,Female,Basic,25.38,58,4,14.32,Bank Transfer,No
CUST08782,55,Female,Basic,30.46,41,1,33.49,Card,No
CUST08783,42,Male,Premium,84.99,1,5,25.34,Card,No
CUST08784,22,Male,Standard,45.94,17,8,38.21,Bank Transfer,No
CUST08785,47,Female,Standard,51.99,4,1,30.22,Bank Transfer,No
CUST08786,29,Female,Premium,70.39,46,1,11.93,Card,Yes
CUST08787,21,Male,Standard,34.41,70,3,33.79,Mobile Wallet,No
CUST08788,41,Male,Basic,40.45,6,4,37.9,Card,No
CUST08789,46,Male,Basic,24.86,23,5,8.49,Cash,No
CUST08790,26,Male,Basic,47.15,1,1,22.64,Mobile Wallet,No
CUST08791,21,Male,Standard,70.15,61,0,7.86,Card,No
CUST08792,68,Male,Standard,46.52,22,3,20.54,Cash,No
CUST08793,41,Male,Premium,86.97,65,1,25.25,Mobile Wallet,No
CUST08794,31,Male,Standard,47.16,57,3,3.23,Card,No
CUST08795,22,Male,Basic,19.82,36,5,18.02,Cash,No
CUST08796,35,Female,Basic,40.81,25,3,7.14,Mobile Wallet,No
CUST08797,59,Male,Standard,38.29,16,2,17.04,Card,No
CUST08798,36,Male,Premium,73.76,26,4,43.51,Card,No
CUST08799,29,Female,Basic,37.33,5,2,20.37,Bank Transfer,Yes
CUST08800,35,Female,Premium,58.46,22,4,22.03,Cash,No
CUST08801,34,Female,Basic,37.56,14,2,31.74,Bank Transfer,No
CUST08802,47,Female,Basic,20.65,70,5,63.59,Mobile Wallet,No
CUST08803,41,Female,Premium,56.5,17,1,27.09,Mobile Wallet,No
CUST08804,28,Female,Basic,35.22,1,1,12.36,Card,No
CUST08805,52,Male,Standard,67.32,18,1,24.34,Card,No
CUST08806,40,Female,Basic,19.54,11,0,29.14,Card,No
CUST08807,34,Female,Premium,74.44,12,2,5.88,Card,Yes
CUST08808,18,Female,Premium,77.38,34,3,25.13,Mobile Wallet,No
CUST08809,32,Male,Premium,73.65,8,3,27.91,Bank Transfer,Yes
CUST08810,49,Female,Basic,23.1,42,3,39.75,Cash,Yes
CUST08811,26,Male,Basic,21.09,14,3,18.4,Mobile Wallet,No
CUST08812,32,Female,Standard,34.04,51,3,9.44,Mobile Wallet,No
CUST08813,45,Female,Basic,52.88,9,1,48.11,Bank Transfer,No
CUST08814,41,Male,Standard,38.88,38,4,14.25,Bank Transfer,No
CUST08815,52,Male,Standard,52.54,29,1,17.57,Cash,No
CUST08816,39,Female,Basic,24.7,29,7,29.48,Cash,No
CUST08817,44,Male,Standard,55.08,28,2,26.14,Mobile Wallet,No
CUST08818,36,Male,Premium,75.59,6,3,29.25,Card,Yes
CUST08819,62,Female,Premium,76.18,2,3,16.52,Card,Yes
CUST08820,29,Female,Standard,52.03,53,1,,Card,No
CUST08821,37,Female,Basic,32.37,31,1,23.1,Mobile Wallet,No
CUST08822,18,Male,Basic,19.54,37,2,44.74,Bank Transfer,No
CUST08823,38,Female,Basic,29.07,56,9,48.95,Mobile Wallet,No
CUST08824,66,Female,Basic,29.61,40,4,18.36,Bank Transfer,No
CUST08825,62,Male,Premium,86.11,12,4,12.84,Card,Yes
CUST08826,18,Male,Basic,28.03,55,5,20.85,Card,No
CUST08827,27,Female,Basic,33.7,57,4,33.19,Card,No
CUST08828,64,Male,Basic,25.43,45,5,34.79,Card,No
CUST08829,49,Female,Basic,26.13,25,2,13.45,Mobile Wallet,No
CUST08830,56,Male,Basic,32.18,42,1,1.72,Mobile Wallet,No
CUST08831,39,Female,Standard,33.1,18,7,21.47,Card,No
CUST08832,35,Male,Standard,44.07,30,3,46.22,Bank Transfer,No
CUST08833,65,Male,Basic,26.54,18,2,39.39,Bank Transfer,No
CUST08834,63,Male,Basic,26.91,7,1,51.95,Mobile Wallet,No
CUST08835,49,Male,Standard,49.98,30,2,27.68,Mobile Wallet,No
CUST08836,44,Female,Standard,71.92,5,2,13.94,Mobile Wallet,No
CUST08837,45,Male,Basic,34.38,69,7,,Card,No
CUST08838,35,Female,Premium,92.44,33,4,23.44,Mobile Wallet,Yes
CUST08839,56,Male,Standard,43.74,6,1,18.96,Card,No
CUST08840,66,Male,Standard,21.14,48,3,42.99,Card,No
CUST08841,46,Female,Premium,95.72,4,1,8.72,Cash,No
CUST08842,35,Male,Standard,54.44,13,4,15.09,Mobile Wallet,No
CUST08843,61,Male,Premium,71.62,26,5,21.32,Card,No
CUST08844,25,Female,Premium,61.16,49,3,19.09,Cash,No
CUST08845,48,Male,Basic,39.22,20,5,7.8,Mobile Wallet,Yes
CUST08846,51,Female,Premium,61.09,32,2,11.04,Bank Transfer,No
CUST08847,24,Male,Basic,17.34,65,7,27.09,Bank Transfer,No
CUST08848,53,Male,Basic,36.85,53,0,16.55,,No
CUST08849,35,Male,Premium,69.09,65,3,25.36,Card,No
CUST08850,55,Female,Premium,89.45,3,0,24.87,Cash,No
CUST08851,26,Male,Standard,55.23,21,5,70.73,Card,No
CUST08852,26,Male,Basic,21.79,43,5,14.47,Mobile Wallet,No
CUST08853,63,Male,Standard,45.42,25,3,49.0,Card,Yes
CUST08854,25,Male,Standard,44.94,67,0,18.22,Bank Transfer,No
CUST08855,68,Male,Basic,36.76,35,1,26.31,Mobile Wallet,No
CUST08856,52,Male,Premium,80.07,23,1,77.85,Card,Yes
CUST08857,35,Male,Basic,30.19,13,2,13.64,Bank Transfer,No
CUST08858,22,Male,Basic,24.78,23,3,35.66,Card,Yes
CUST08859,31,Male,Basic,20.51,63,5,4.16,Cash,No
CUST08860,45,Female,Standard,47.61,15,6,24.9,Card,Yes
CUST08861,47,Male,Standard,40.04,26,2,22.37,Cash,No
CUST08862,21,Female,Basic,40.6,67,3,28.89,Card,No
CUST08863,56,Female,Standard,51.02,61,1,27.97,Card,No
CUST08864,37,Female,Basic,27.9,28,3,12.2,Cash,No
CUST08865,42,Male,Standard,52.77,34,2,11.14,Card,No
CUST08866,45,Female,Standard,33.05,16,1,5.61,Card,No
CUST08867,29,Female,Basic,21.87,43,5,44.04,Card,No
CUST08868,19,Female,Standard,54.26,11,5,31.14,Bank Transfer,No
CUST08869,60,Male,Standard,55.2,24,1,44.2,Bank Transfer,No
CUST08870,31,Female,Standard,58.95,25,5,33.26,Card,No
CUST08871,39,Male,Standard,63.03,19,4,9.04,Cash,No
CUST08872,48,Female,Premium,66.1,34,3,27.95,Mobile Wallet,Yes
CUST08873,40,Female,Premium,72.12,66,5,17.38,Card,No
CUST08874,65,Male,Basic,28.01,72,2,15.81,Card,No
CUST08875,37,Male,Standard,58.44,5,4,8.8,Mobile Wallet,No
CUST08876,55,Female,Basic,43.66,66,2,14.92,Bank Transfer,No
CUST08877,21,Female,Basic,33.24,54,1,14.57,Card,No
CUST08878,32,Female,Basic,37.82,24,4,65.96,Card,No
CUST08879,41,Male,Premium,71.94,51,2,44.58,Mobile Wallet,No
CUST08880,42,Male,Standard,51.07,24,2,38.23,Bank Transfer,No
CUST08881,18,Female,Basic,33.57,50,1,21.15,Cash,No
CUST08882,24,Female,Basic,37.53,54,5,19.5,Card,No
CUST08883,48,Male,Premium,57.76,17,3,9.82,Bank Transfer,No
CUST08884,29,Male,Standard,51.58,35,5,40.1,Mobile Wallet,No
CUST08885,59,Female,Basic,24.96,30,1,18.08,Card,No
CUST08886,22,Male,Premium,76.3,47,3,42.36,Card,No
CUST08887,61,Female,Standard,46.76,42,1,38.79,Cash,No
CUST08888,67,Male,Basic,22.26,22,2,28.09,Card,No
CUST08889,59,Female,Standard,64.42,31,3,41.85,Bank Transfer,No
CUST08890,55,Female,Premium,63.08,51,4,13.94,Bank Transfer,No
CUST08891,29,Female,Premium,64.74,37,2,22.28,Card,No
CUST08892,56,Male,Basic,30.28,13,3,57.46,Bank Transfer,No
CUST08893,35,Female,Basic,28.43,31,3,28.65,Cash,No
CUST08894,19,Female,Basic,25.93,14,5,35.4,Card,No
CUST08895,27,Male,Standard,55.95,39,8,15.73,Cash,Yes
CUST08896,32,Female,Standard,64.31,38,2,33.15,Mobile Wallet,No
CUST08897,47,Female,Basic,26.18,18,5,21.83,Bank Transfer,No
CUST08898,61,Female,Standard,54.34,39,7,15.27,Card,No
CUST08899,34,Male,Standard,56.48,67,2,17.79,,No
CUST08900,21,Male,Standard,50.66,41,3,37.95,Card,No
CUST08901,24,Male,Premium,80.22,46,4,23.7,Mobile Wallet,Yes
CUST08902,58,Male,Standard,69.14,49,2,9.14,Bank Transfer,No
CUST08903,48,Female,Basic,18.07,27,5,46.38,Card,No
CUST08904,68,Male,Standard,45.19,23,5,44.67,Bank Transfer,No
CUST08905,56,Male,Premium,61.27,35,5,33.98,Bank Transfer,No
CUST08906,51,Male,Basic,26.43,13,4,12.7,Mobile Wallet,Yes
CUST08907,23,Female,Premium,80.71,26,2,16.67,Card,No
CUST08908,67,Female,Basic,19.0,35,2,45.01,Bank Transfer,No
CUST08909,55,Female,Basic,24.47,41,3,15.94,Bank Transfer,No
CUST08910,62,Male,Basic,32.71,6,3,51.39,Card,No
CUST08911,68,Female,Premium,84.3,72,1,7.41,Mobile Wallet,No
CUST08912,51,Female,Standard,37.65,52,4,26.89,Card,Yes
CUST08913,61,Male,Basic,37.97,53,2,29.62,Cash,No
CUST08914,32,Female,Premium,83.47,8,3,27.71,Mobile Wallet,Yes
CUST08915,31,Male,Standard,55.86,47,1,30.46,,No
CUST08916,23,Male,Premium,82.1,64,3,15.84,Card,No
CUST08917,67,Female,Basic,28.77,34,1,44.81,Bank Transfer,No
CUST08918,54,Male,Basic,32.03,29,4,25.46,Mobile Wallet,No
CUST08919,67,Male,Standard,75.77,35,2,32.24,Mobile Wallet,No
CUST08920,49,Male,Standard,35.88,48,4,31.99,Card,No
CUST08921,20,Male,Standard,49.81,65,2,9.02,Bank Transfer,No
CUST08922,20,Male,Standard,60.49,69,4,19.35,Mobile Wallet,No
CUST08923,39,Male,Standard,61.43,67,0,18.23,Cash,No
CUST08924,39,Female,Basic,18.3,14,4,7.95,Card,No
CUST08925,27,Male,Standard,61.86,46,0,,Mobile Wallet,No
CUST08926,68,Male,Standard,35.36,27,1,12.42,Mobile Wallet,No
CUST08927,20,Male,Basic,28.95,46,1,11.18,Mobile Wallet,No
CUST08928,29,Male,Basic,32.91,29,3,,Mobile Wallet,No
CUST08929,46,Female,Standard,52.8,1,5,12.6,Cash,No
CUST08930,65,Female,Premium,66.92,3,1,26.75,Bank Transfer,No
CUST08931,34,Male,Basic,27.12,26,3,29.45,Mobile Wallet,No
CUST08932,24,Female,Basic,35.05,21,1,20.12,Mobile Wallet,No
CUST08933,30,Male,Basic,30.52,24,0,29.41,Bank Transfer,No
CUST08934,19,Male,Premium,80.69,45,4,19.72,Mobile Wallet,No
CUST08935,21,Male,Standard,,29,0,12.57,Card,No
CUST08936,27,Male,Premium,77.14,18,1,18.82,Card,No
CUST08937,56,Female,Premium,86.05,3,1,33.85,Mobile Wallet,No
CUST08938,41,Female,Basic,34.12,51,6,11.8,Card,No
CUST08939,34,Male,Basic,26.67,18,2,30.2,Cash,No
CUST08940,69,Male,Standard,59.07,37,6,21.02,Mobile Wallet,Yes
CUST08941,23,Female,Basic,42.12,63,5,44.13,Cash,No
CUST08942,36,Female,Basic,26.57,19,3,25.49,Mobile Wallet,Yes
CUST08943,22,Male,Basic,23.24,23,1,20.27,Card,No
CUST08944,49,Female,Standard,46.58,55,3,20.56,Mobile Wallet,No
CUST08945,27,Male,Standard,45.36,24,2,30.73,Cash,Yes
CUST08946,26,Female,Basic,35.37,26,3,35.53,Mobile Wallet,No
CUST08947,44,Female,Standard,49.9,54,2,7.54,Mobile Wallet,No
CUST08948,30,Female,Basic,48.81,33,5,9.1,Card,No
CUST08949,36,Female,Standard,38.72,57,1,44.61,Card,No
CUST08950,38,Male,Standard,55.63,9,7,85.67,Mobile Wallet,Yes
CUST08951,41,Male,Basic,36.54,64,3,52.22,Cash,No
CUST08952,55,Female,Standard,31.08,59,3,39.93,Card,No
CUST08953,21,Male,Standard,54.0,16,3,12.27,Card,Yes
CUST08954,41,Female,Basic,30.49,5,2,29.27,Bank Transfer,No
CUST08955,52,Female,Basic,34.43,44,3,38.03,Card,No
CUST08956,20,Male,Premium,75.13,46,3,15.43,Cash,Yes
CUST08957,21,Male,Basic,25.42,10,2,35.59,Mobile Wallet,No
CUST08958,54,Male,Standard,58.71,58,2,18.96,Cash,No
CUST08959,57,Female,Premium,77.49,70,3,15.65,Mobile Wallet,No
CUST08960,65,Male,Basic,27.6,64,2,46.35,Mobile Wallet,Yes
CUST08961,52,Male,Basic,32.62,70,3,21.87,Mobile Wallet,No
CUST08962,48,Male,Premium,48.12,60,4,16.89,Mobile Wallet,No
CUST08963,61,Male,Basic,38.68,25,4,27.61,Bank Transfer,Yes
CUST08964,42,Female,Standard,56.85,11,5,4.25,Card,Yes
CUST08965,57,Female,Standard,65.94,63,1,10.89,Card,Yes
CUST08966,30,Female,Standard,54.68,26,1,29.9,Mobile Wallet,No
CUST08967,21,Female,Premium,68.25,41,5,24.77,Card,No
CUST08968,63,Female,Premium,64.28,53,5,20.56,Bank Transfer,No
CUST08969,31,Female,Standard,47.73,24,2,30.84,Mobile Wallet,No
CUST08970,30,Female,Premium,76.18,72,7,16.1,Cash,No
CUST08971,44,Male,Premium,80.83,7,7,13.98,Mobile Wallet,Yes
CUST08972,23,Female,Premium,72.87,64,4,18.04,Bank Transfer,Yes
CUST08973,34,Female,Standard,44.34,72,1,12.19,Card,No
CUST08974,53,Female,Basic,27.86,46,0,49.19,Mobile Wallet,No
CUST08975,57,Female,Standard,59.93,51,1,36.38,Cash,No
CUST08976,66,Male,Basic,36.15,71,4,9.68,Bank Transfer,No
CUST08977,52,Female,Basic,28.17,6,1,34.27,Bank Transfer,No
CUST08978,34,Female,Basic,31.17,30,3,20.1,Card,No
CUST08979,58,Male,Premium,71.73,16,2,77.57,Cash,No
CUST08980,19,Female,Basic,25.11,57,1,21.84,Cash,Yes
CUST08981,30,Female,Standard,30.16,65,1,39.31,Cash,No
CUST08982,69,Female,Standard,58.52,61,0,19.35,Bank Transfer,No
CUST08983,19,Female,Basic,34.64,17,6,36.6,Card,No
CUST08984,69,Female,Standard,43.24,63,4,22.68,Cash,No
CUST08985,45,Female,Standard,56.46,7,5,14.0,Mobile Wallet,Yes
CUST08986,60,Female,Premium,72.25,35,4,7.88,Bank Transfer,Yes
CUST08987,43,Male,Basic,24.5,69,7,44.29,Bank Transfer,No
CUST08988,39,Male,Basic,22.53,30,3,29.99,Card,No
CUST08989,64,Female,Standard,44.68,44,2,28.72,Cash,No
CUST08990,60,Male,Basic,26.23,6,4,3.45,Mobile Wallet,No
CUST08991,20,Female,Basic,27.53,56,6,7.87,Bank Transfer,No
CUST08992,52,Male,Basic,37.17,8,3,6.22,Cash,No
CUST08993,29,Female,Standard,53.35,20,1,12.54,Mobile Wallet,No
CUST08994,41,Male,Basic,27.37,30,1,25.13,Mobile Wallet,No
CUST08995,22,Female,Standard,51.38,62,4,17.94,Cash,No
CUST08996,37,Male,Premium,77.52,26,2,38.67,Card,Yes
CUST08997,56,Male,Standard,53.75,66,1,17.46,Card,No
CUST08998,56,Female,Basic,35.86,61,1,63.56,Mobile Wallet,No
CUST08999,30,Female,Standard,44.41,61,2,27.3,Cash,No
CUST09000,58,Male,Basic,36.56,45,5,23.91,Card,No
CUST09001,70,Male,Basic,25.25,46,1,8.06,Card,No
CUST09002,62,Female,Basic,29.16,24,5,18.93,Card,No
CUST09003,29,Male,Standard,54.89,16,3,27.5,Bank Transfer,No
CUST09004,30,Female,Standard,55.54,16,3,15.12,Card,Yes
CUST09005,27,Male,Premium,54.82,66,3,30.71,Bank Transfer,No
CUST09006,50,Male,Premium,81.25,1,4,14.42,Card,Yes
CUST09007,57,Female,Basic,37.42,25,2,32.06,Cash,Yes
CUST09008,33,Female,Standard,68.69,14,1,14.24,,Yes
CUST09009,62,Female,Basic,29.53,7,3,17.42,Bank Transfer,Yes
CUST09010,52,Male,Standard,72.31,21,4,19.22,Card,Yes
CUST09011,20,Male,Basic,40.52,49,2,8.56,Card,No
CUST09012,22,Male,Premium,67.98,4,2,9.24,Card,Yes
CUST09013,43,Female,Premium,103.76,12,1,16.17,Card,Yes
CUST09014,28,Male,Basic,28.61,22,3,28.1,Mobile Wallet,No
CUST09015,24,Male,Standard,59.02,34,4,7.38,Bank Transfer,No
CUST09016,70,Female,Standard,49.24,26,3,62.91,Card,No
CUST09017,27,Male,Standard,34.94,28,3,7.31,Bank Transfer,No
CUST09018,59,Male,Standard,30.39,19,2,20.14,Mobile Wallet,No
CUST09019,69,Female,Standard,39.39,31,2,3.26,Bank Transfer,No
CUST09020,51,Female,Premium,86.69,14,4,45.7,Mobile Wallet,Yes
CUST09021,20,Female,Standard,47.98,23,2,22.94,,No
CUST09022,25,Female,Standard,60.35,8,2,16.51,Bank Transfer,Yes
CUST09023,48,Female,Premium,63.96,38,3,14.08,Cash,No
CUST09024,28,Female,Premium,83.42,10,4,29.26,Mobile Wallet,Yes
CUST09025,62,Female,Basic,46.47,30,2,24.94,Card,Yes
CUST09026,24,Female,Basic,15.0,7,3,36.5,Bank Transfer,No
CUST09027,62,Female,Standard,69.59,2,3,58.85,Card,Yes
CUST09028,19,Male,Premium,78.03,22,2,44.75,Bank Transfer,No
CUST09029,23,Female,Basic,26.6,5,5,16.16,Card,Yes
CUST09030,58,Female,Standard,37.95,67,3,38.3,Mobile Wallet,No
CUST09031,49,Male,Basic,33.35,69,2,19.46,Cash,No
CUST09032,37,Female,Standard,50.37,56,3,14.31,Cash,No
CUST09033,51,Male,Premium,65.83,20,1,38.41,Card,No
CUST09034,67,Male,Standard,67.69,70,3,7.93,Cash,No
CUST09035,33,Female,Standard,72.39,68,8,71.83,Cash,No
CUST09036,42,Male,Premium,69.04,57,4,20.47,Card,No
CUST09037,29,Female,Basic,29.86,21,4,5.88,Mobile Wallet,No
CUST09038,24,Female,Premium,76.02,17,1,21.8,Bank Transfer,No
CUST09039,56,Male,Standard,57.11,27,1,22.25,Bank Transfer,No
CUST09040,34,Male,Standard,59.43,39,3,23.48,Bank Transfer,No
CUST09041,62,Male,Standard,49.97,67,2,21.73,Mobile Wallet,No
CUST09042,28,Female,Standard,52.99,70,3,20.96,Card,No
CUST09043,23,Female,Premium,,69,4,16.69,Cash,No
CUST09044,40,Male,Premium,60.39,13,6,30.28,Card,Yes
CUST09045,44,Female,Premium,80.19,50,4,19.5,Mobile Wallet,No
CUST09046,63,Female,Basic,26.79,10,1,17.85,Mobile Wallet,No
CUST09047,23,Male,Basic,34.39,56,0,29.54,Mobile Wallet,No
CUST09048,55,Male,Standard,43.12,44,5,3.18,Card,No
CUST09049,19,Male,Premium,80.3,28,2,19.77,Mobile Wallet,Yes
CUST09050,39,Male,Standard,29.36,37,2,6.49,Cash,No
CUST09051,37,Male,Premium,64.35,36,0,39.76,Mobile Wallet,No
CUST09052,42,Male,Premium,72.92,56,2,21.48,Bank Transfer,No
CUST09053,32,Male,Standard,61.13,57,5,12.89,Card,No
CUST09054,66,Male,Premium,69.62,36,3,43.0,,No
CUST09055,46,Male,Premium,70.56,1,3,9.7,Mobile Wallet,Yes
CUST09056,25,Male,Premium,86.13,43,4,7.86,Card,No
CUST09057,54,Female,Standard,45.38,9,3,12.14,Mobile Wallet,No
CUST09058,66,Female,Premium,69.32,67,3,30.09,Bank Transfer,No
CUST09059,69,Male,Basic,27.45,32,2,21.78,Cash,No
CUST09060,50,Female,Standard,28.75,70,3,9.5,Card,No
CUST09061,39,Female,Basic,26.35,58,3,43.04,Mobile Wallet,No
CUST09062,67,Female,Basic,29.96,52,7,32.47,Card,No
CUST09063,64,Female,Premium,81.58,70,6,36.45,Cash,Yes
CUST09064,22,Female,Standard,49.56,28,8,21.47,Cash,No
CUST09065,56,Female,Basic,35.63,65,2,45.93,Mobile Wallet,No
CUST09066,35,Male,Standard,36.18,40,4,12.04,Mobile Wallet,No
CUST09067,55,Male,Premium,88.86,20,5,18.46,Bank Transfer,Yes
CUST09068,70,Female,Premium,72.46,10,3,43.59,Mobile Wallet,Yes
CUST09069,54,Female,Basic,45.57,62,4,24.16,Card,No
CUST09070,47,Male,Premium,62.81,37,0,39.99,Card,Yes
CUST09071,68,Female,Standard,56.04,60,5,16.6,Mobile Wallet,No
CUST09072,48,Female,Standard,46.05,67,3,13.73,Bank Transfer,No
CUST09073,27,Female,Standard,54.42,52,1,29.42,Card,No
CUST09074,32,Female,Premium,79.11,35,0,3.09,Card,Yes
CUST09075,59,Female,Premium,65.98,62,4,31.78,Bank Transfer,No
CUST09076,65,Male,Basic,32.82,12,3,10.08,Mobile Wallet,No
CUST09077,61,Male,Standard,26.18,29,1,30.42,Mobile Wallet,No
CUST09078,35,Female,Standard,56.31,30,2,14.26,Cash,Yes
CUST09079,40,Male,Standard,65.55,22,3,24.17,Card,No
CUST09080,50,Female,Standard,52.67,53,5,24.03,Bank Transfer,No
CUST09081,33,Female,Standard,43.34,22,5,1.86,Bank Transfer,No
CUST09082,55,Female,Standard,45.9,60,4,34.78,Cash,No
CUST09083,52,Female,Basic,25.49,49,1,42.39,Mobile Wallet,No
CUST09084,51,Female,Standard,44.68,49,1,23.04,Mobile Wallet,No
CUST09085,45,Female,Standard,40.48,7,4,9.42,Bank Transfer,No
CUST09086,19,Female,Standard,43.47,46,3,22.06,Mobile Wallet,No
CUST09087,47,Female,Premium,74.8,11,1,23.18,Mobile Wallet,No
CUST09088,30,Female,Basic,31.0,16,3,39.82,Bank Transfer,No
CUST09089,58,Male,Standard,33.89,54,3,45.45,Bank Transfer,No
CUST09090,33,Female,Standard,45.71,57,1,74.7,Mobile Wallet,No
CUST09091,22,Male,Basic,37.73,36,5,21.13,Bank Transfer,No
CUST09092,45,Male,Basic,17.78,51,3,13.68,Bank Transfer,No
CUST09093,70,Female,Premium,86.12,22,2,67.94,Bank Transfer,Yes
CUST09094,56,Male,Standard,35.8,37,4,30.67,Cash,No
CUST09095,62,Female,Standard,56.65,3,0,12.34,Bank Transfer,No
CUST09096,37,Female,Standard,65.05,35,1,31.41,Cash,No
CUST09097,41,Female,Premium,65.92,38,4,11.89,Bank Transfer,No
CUST09098,44,Female,Standard,37.94,55,4,38.81,Card,Yes
CUST09099,47,Male,Premium,69.33,41,2,25.17,Cash,No
CUST09100,62,Male,Basic,34.22,38,4,34.61,Cash,No
CUST09101,44,Female,Standard,43.0,34,1,53.92,Card,No
CUST09102,43,Male,Basic,22.15,11,4,37.86,Cash,No
CUST09103,24,Male,Premium,86.35,14,7,27.44,Cash,Yes
CUST09104,59,Male,Standard,30.07,21,5,11.78,Bank Transfer,No
CUST09105,64,Female,Standard,44.12,28,2,52.72,Cash,No
CUST09106,70,Male,Basic,31.21,60,4,11.32,Bank Transfer,No
CUST09107,55,Male,Standard,49.43,34,0,10.54,Card,No
CUST09108,22,Male,Basic,25.82,65,1,43.98,Bank Transfer,No
CUST09109,40,Female,Standard,57.89,4,4,28.37,Mobile Wallet,No
CUST09110,45,Male,Premium,73.45,56,6,19.52,Mobile Wallet,No
CUST09111,51,Male,Standard,66.16,70,3,16.68,Card,Yes
CUST09112,70,Female,Basic,32.41,10,3,24.83,Mobile Wallet,No
CUST09113,32,Male,Premium,82.72,35,3,24.9,Card,No
CUST09114,49,Female,Premium,90.28,10,3,19.93,Card,No
CUST09115,43,Female,Standard,62.27,63,2,39.98,Card,No
CUST09116,65,Female,Standard,65.96,25,4,36.33,Cash,No
CUST09117,48,Female,Premium,68.7,32,3,8.23,Bank Transfer,No
CUST09118,36,Female,Standard,49.19,56,3,31.84,Bank Transfer,No
CUST09119,26,Female,Standard,29.0,26,4,30.23,Cash,Yes
CUST09120,46,Male,Standard,61.05,68,1,35.0,Bank Transfer,No
CUST09121,68,Female,Basic,19.48,27,1,30.1,Card,No
CUST09122,56,Male,Premium,85.98,11,5,36.54,Mobile Wallet,Yes
CUST09123,21,Male,Standard,57.96,53,4,5.04,Bank Transfer,No
CUST09124,20,Female,Standard,60.69,32,3,15.47,Cash,Yes
CUST09125,46,Male,Basic,29.72,59,1,20.16,Card,No
CUST09126,69,Male,Basic,46.31,30,2,31.87,Bank Transfer,No
CUST09127,28,Male,Standard,49.86,9,3,28.42,Mobile Wallet,Yes
CUST09128,50,Female,Standard,49.01,11,1,24.54,Card,No
CUST09129,55,Male,Standard,43.21,17,2,17.13,Cash,No
CUST09130,28,Male,Basic,26.29,11,3,18.72,Bank Transfer,No
CUST09131,44,Female,Basic,33.17,57,4,20.49,Mobile Wallet,No
CUST09132,50,Male,Standard,49.28,50,6,25.43,Cash,Yes
CUST09133,38,Male,Standard,38.79,53,4,21.93,Card,No
CUST09134,56,Male,Basic,30.95,66,0,10.38,Card,No
CUST09135,48,Female,Basic,17.42,43,0,16.18,Bank Transfer,No
CUST09136,55,Male,Premium,99.74,39,5,24.14,Card,Yes
CUST09137,63,Male,Basic,31.35,42,4,31.35,Bank Transfer,No
CUST09138,19,Female,Premium,71.6,34,5,17.07,Card,No
CUST09139,44,Female,Standard,50.48,25,4,26.56,Bank Transfer,Yes
CUST09140,53,Female,Standard,40.76,9,2,41.01,Cash,No
CUST09141,28,Male,Basic,31.58,12,3,14.81,Card,No
CUST09142,64,Female,Premium,83.45,10,2,24.78,Cash,Yes
CUST09143,35,Female,Basic,18.45,34,6,46.71,Cash,No
CUST09144,18,Female,Standard,34.56,26,2,16.99,Card,No
CUST09145,52,Male,Basic,28.06,35,3,28.24,Mobile Wallet,No
CUST09146,52,Female,Premium,75.03,56,3,18.4,Card,No
CUST09147,48,Female,Premium,94.39,56,3,31.25,Bank Transfer,No
CUST09148,45,Female,Standard,59.67,48,7,11.95,Mobile Wallet,No
CUST09149,56,Female,Basic,33.18,23,4,25.32,Mobile Wallet,Yes
CUST09150,18,Female,Standard,39.09,65,3,36.39,Bank Transfer,No
CUST09151,42,Male,Premium,62.98,8,4,30.16,Card,Yes
